Wall time,Step,Value
1615311009.1992378,244608,-83.03144073486328
1615311025.3892715,259296,-97.25533294677734
1615311032.5383058,264576,-83.8940658569336
1615311056.508038,286368,-91.31977081298828
1615311063.117389,293184,-94.1182632446289
1615311077.0747502,304992,-91.97640228271484
1615311084.0057747,311616,-89.91748809814453
1615311085.9154754,313152,-136.20037841796875
1615311085.9184422,313248,-125.0309829711914
1615311092.7119079,318816,-101.54779052734375
1615311111.2730267,335616,-142.80198669433594
1615311126.5941787,348864,-84.09964752197266
1615311126.5990715,349056,-90.39066314697266
1615311131.4082916,353856,-89.92560577392578
1615311137.8969111,360672,-99.56922149658203
1615311145.96754,367680,-125.84259796142578
1615311145.9887812,368352,-136.68226623535156
1615311158.7886581,378624,-103.48379516601562
1615311162.3133962,381312,-112.7061996459961
1615311171.2212079,388992,-109.91329956054688
1615311178.0916536,394944,-125.2488784790039
1615311188.2365363,404352,-113.77144622802734
1615311191.5070786,407808,-110.07648468017578
1615311200.3106134,415968,-103.36798858642578
1615311210.6656773,423936,-127.17577362060547
1615311219.2973986,432768,-99.6829605102539
1615311221.132385,434400,-102.58868408203125
1615311238.3234885,449280,-130.39468383789062
1615311238.3354356,449664,-125.24283599853516
1615311239.9407516,450432,-120.3777084350586
1615311252.6490257,461184,-93.00629425048828
1615311254.3226373,462528,-135.0980682373047
1615311262.9792397,471360,-134.95033264160156
1615311271.1040227,478752,-126.6082992553711
1615311286.540499,491712,-109.64764404296875
1615311288.1211233,494400,-105.4112319946289
1615311313.6214826,514656,-122.63091278076172
1615311313.653635,516000,-133.7646484375
1615311319.8645477,521856,-138.34237670898438
1615311333.749727,534240,-116.5051498413086
1615311347.9361546,546720,-115.37822723388672
1615311353.4211922,550944,-137.5673828125
1615311364.2215755,559104,-104.22786712646484
1615311369.4545798,564480,-112.49634552001953
1615311369.4693596,565152,-109.5378646850586
1615311374.1702595,568608,-135.79336547851562
1615311382.7867348,576576,-109.81095123291016
1615311404.1816173,596736,-128.23313903808594
1615311405.8597314,598560,-115.44903564453125
1615311414.3193989,605280,-114.11407470703125
1615311423.0498915,613632,-141.3134765625
1615311438.5172606,627456,-127.50173950195312
1615311444.2279081,632640,-140.08290100097656
1615311447.3918161,635424,-168.9630889892578
1615311457.8666542,644640,-138.28147888183594
1615311459.7380383,645792,-128.45838928222656
1615311474.5091612,659520,-146.8651580810547
1615311487.1694603,670272,-130.67388916015625
1615311502.483315,684480,-139.98878479003906
1615311507.5887008,688416,-133.73167419433594
1615311522.5576198,703392,-141.19032287597656
1615311531.4109173,710208,-134.39610290527344
1615311540.1087701,717696,-139.8670196533203
1615311540.1173258,717984,-138.01756286621094
1615311541.9351907,719424,-136.50979614257812
1615311545.5265253,722592,-124.25827026367188
1615311573.714376,749184,-143.21107482910156
1615311575.5128148,750144,-144.6298828125
1615311579.130204,753504,-156.5671844482422
1615311596.5547528,768672,-142.6294708251953
1615311605.538308,775872,-137.37696838378906
1615311617.2167616,786816,-134.7000274658203
1615311620.6528344,790752,-122.55413818359375
1615311635.2267075,804384,-173.88232421875
1615311637.0554981,804864,-122.7298355102539
1615311637.0813894,805728,-131.10093688964844
1615311650.8915422,817344,-143.77247619628906
1615311650.9313734,818304,-140.96397399902344
1615311661.115386,827232,-145.44529724121094
1615311690.6333005,853824,-143.4215850830078
1615311694.0536036,856608,-165.81105041503906
1615311697.316887,858624,-169.93115234375
1615311697.3362608,859296,-176.8570556640625
1615311704.4700937,864864,-138.2227783203125
1615311732.9705317,890496,-151.81040954589844
1615311751.846847,907296,-152.3907470703125
1615311755.4985547,910464,-157.87255859375
1615311765.3354452,918720,-151.10414123535156
1615311765.388874,919968,-148.22743225097656
1615311775.9452558,928608,-170.2632598876953
1615311779.531886,930816,-149.06092834472656
1615311781.3813672,932544,-207.4762420654297
1615311796.885319,946464,-150.3804168701172
1615311803.6702251,952608,-167.4385528564453
1615311823.187244,969600,-164.1957244873047
1615311845.0438666,988032,-141.98873901367188
1615311845.0758717,988704,-150.9647674560547
1615311856.6752005,999840,-170.5298614501953
1615311864.9722354,1007520,-133.217041015625
1615311870.414105,1011648,-147.0478057861328
1615311879.0433292,1019808,-160.04469299316406
1615311882.5978003,1022784,-153.2709503173828
1615311884.3088682,1024320,-156.2797393798828
1615311891.2657542,1029792,-119.7864761352539
1615311896.1724424,1034208,-143.89930725097656
1615311896.1746497,1034304,-157.90985107421875
1615311897.9706519,1036416,-183.85523986816406
1615311905.0898829,1042272,-148.66273498535156
1615311906.916133,1043136,-147.5017547607422
1615311912.3267307,1048128,-138.2226104736328
1615311912.3337657,1048416,-136.50326538085938
1615311915.609202,1052064,-155.06744384765625
1615311919.2831748,1054272,-140.01853942871094
1615311919.303021,1055040,-133.81263732910156
1615311924.0746536,1059456,-175.7596893310547
1615311932.429959,1067328,-170.8461151123047
1615311935.5055315,1069152,-119.9153823852539
1615311942.2276468,1076544,-132.0615692138672
1615311966.4239566,1097760,-116.9486312866211
1615311972.906162,1102848,-125.26361083984375
1615311974.329311,1104768,-124.30984497070312
1615311978.0619912,1107744,-107.74689483642578
1615311978.087329,1108608,-103.2514877319336
1615311981.909154,1111872,-160.56573486328125
1615311991.108677,1119744,-128.0548095703125
1615311994.1829016,1123296,-118.68511199951172
1615312001.278382,1130400,-87.7379379272461
1615312015.407751,1141344,-116.8606185913086
1615312025.6662974,1150560,-119.29877471923828
1615312025.677763,1151040,-108.3668441772461
1615312029.3135676,1154496,-91.87874603271484
1615312043.0699074,1166784,-98.788818359375
1615312046.5212238,1169280,-91.88407135009766
1615312048.3758554,1171200,-102.33349609375
1615312060.4036264,1181376,-118.16060638427734
1615312072.2971566,1192416,-146.43963623046875
1615312077.4320815,1197504,-136.45936584472656
1615312100.236066,1217952,-100.43731689453125
1615312123.490462,1237728,-84.73089599609375
1615312130.166394,1243680,-64.46585845947266
1615312138.9958708,1251168,-82.59925842285156
1615312140.7355657,1252800,-77.54747772216797
1615312144.5556364,1255392,-102.85797119140625
1615312146.2679746,1257408,-108.47509002685547
1615312147.9937727,1258560,-100.01908111572266
1615312149.9281328,1260000,-110.74078369140625
1615312181.3520267,1288128,-58.20613479614258
1615312181.361659,1288512,-61.69942855834961
1615312193.6817458,1297920,-55.34312438964844
1615312197.221764,1301952,-85.0693130493164
1615312202.4562018,1306848,-98.61309814453125
1615312206.093261,1309056,-68.16996002197266
1615312211.4708529,1314720,-89.2463607788086
1615312226.8680272,1327296,-95.6712875366211
1615312234.296554,1334400,-68.86750793457031
1615312256.589793,1353216,-100.33029174804688
1615312269.6859336,1366752,-96.73014068603516
1615312276.3084168,1373088,-94.4190673828125
1615312277.859571,1373760,-93.02396392822266
1615312281.1996975,1376256,-116.5337142944336
1615312283.013263,1377984,-79.22874450683594
1615312287.7477548,1383648,-80.50389099121094
1615312292.8073766,1388448,-84.73628997802734
1615312312.2711613,1406208,-70.42339324951172
1615312312.2842069,1406784,-71.81208038330078
1615312315.2771502,1409664,-76.40576171875
1615312316.6721363,1410528,-61.27279281616211
1615312316.6935155,1411488,-63.37403869628906
1615312327.0913196,1420320,-53.80202102661133
1615312329.0358543,1421184,-55.518402099609375
1615312330.9140053,1423200,-66.12995147705078
1615312337.8606129,1429344,-97.84197235107422
1615312339.3759766,1431168,-100.6860122680664
1615312361.74314,1450176,-83.46217346191406
1615312370.355766,1458816,-86.93025970458984
1615312380.2020876,1467072,-80.03009796142578
1615312385.6010516,1472640,-70.22296905517578
1615312402.7116418,1486944,-85.7958755493164
1615312402.7172794,1487136,-76.84127044677734
1615312406.2026272,1490208,-66.62915802001953
1615312409.4345863,1493184,-90.09881591796875
1615312430.7861967,1512576,-61.81935119628906
1615312434.3776681,1514880,-87.72541046142578
1615312441.4789348,1521024,-86.9713134765625
1615312459.3303764,1536864,-60.04338455200195
1615312469.8538108,1546656,-82.39031219482422
1615312473.3440208,1548672,-93.8261489868164
1615312486.07833,1561440,-79.3648681640625
1615312494.187848,1568352,-77.2222900390625
1615312495.8035595,1570464,-48.44950485229492
1615312503.2956746,1576512,-32.32414627075195
1615312514.3542788,1586016,-44.55353927612305
1615312536.0077384,1604448,-75.03390502929688
1615312548.0288308,1615200,-57.056121826171875
1615312553.542291,1619808,-3.0708625316619873
1615312558.546744,1623840,-37.20399475097656
1615312575.38538,1639872,-67.52928924560547
1615312578.8882892,1642848,-43.24681091308594
1615312593.6650667,1656480,-45.963375091552734
1615312599.0490031,1661568,-36.556915283203125
1615312602.5086377,1663968,-46.81591796875
1615312604.426549,1666080,-20.511995315551758
1615312616.8126578,1676160,-24.8822078704834
1615312627.9760566,1685664,-42.282222747802734
1615312629.5508442,1687008,-40.604923248291016
1615312632.9831274,1689792,-58.65201950073242
1615312633.0001717,1690560,-67.00328826904297
1615312636.1095045,1693344,-43.922882080078125
1615312646.4786985,1702848,-36.28792953491211
1615312672.2748117,1725024,-41.409385681152344
1615312678.7203434,1731264,-66.30191802978516
1615312684.1914606,1735776,-75.07061004638672
1615312704.1111016,1754880,-76.62396240234375
1615312709.1128922,1760064,-29.639123916625977
1615312724.4786675,1772832,-74.1441879272461
1615312724.4867165,1772928,-101.48416137695312
1615312740.2211666,1786368,-80.75130462646484
1615312754.444302,1798656,-37.51248550415039
1615312765.6844563,1810656,-52.60517501831055
1615312777.832168,1821504,-41.076534271240234
1615312795.2292717,1836672,-72.20446014404297
1615312801.8569102,1841760,-44.703765869140625
1615312812.1215336,1851552,-95.09807586669922
1615312840.0909126,1875936,-62.23970413208008
1615312840.112301,1876512,-63.576416015625
1615312851.1664634,1886976,-54.03354263305664
1615312852.8393905,1888320,-71.8330307006836
1615312861.30412,1895712,-56.13430404663086
1615312861.3229663,1896288,-67.67678833007812
1615312873.638352,1906752,-56.6390266418457
1615312884.1749954,1915584,-65.47612762451172
1615312888.8710968,1921056,-63.7523193359375
1615312893.9286757,1924896,-58.42860794067383
1615312895.448857,1926624,-60.20762634277344
1615312895.4629211,1927200,-65.42720794677734
1615312895.473155,1927488,-73.87604522705078
1615312904.1225996,1934784,-45.52164077758789
1615312904.125288,1934880,-54.805233001708984
1615312908.9824014,1939392,-74.90320587158203
1615312912.2280416,1942368,-88.27701568603516
1615312915.603335,1944960,-46.243709564208984
1615312915.6098993,1945248,-44.31158447265625
1615312915.620987,1945728,-53.11146926879883
1615312924.2814746,1952544,-62.25730514526367
1615312929.2065768,1958304,-49.004119873046875
1615312936.155149,1963776,-92.16720581054688
1615312940.8126192,1968096,-62.47843551635742
1615312944.4336383,1972032,-60.869014739990234
1615312946.2071652,1973280,-37.560585021972656
1615312946.21061,1973376,-38.27702713012695
1615312949.2854052,1975488,-62.78815841674805
1615312951.1892626,1977024,-57.407039642333984
1615312964.778267,1989696,-35.927162170410156
1615312971.8307867,1996320,-55.18818283081055
1615312971.83879,1996608,-64.37821197509766
1615312971.841447,1996704,-53.89718246459961
1615312976.8572145,2001312,-66.26891326904297
1615312980.4855857,2003616,-29.460792541503906
1615313005.3191714,2025216,-51.95914840698242
1615313012.3375096,2031360,-81.96149444580078
1615313019.7132943,2037600,-49.32670211791992
1615313023.455268,2039808,-44.06935119628906
1615313032.3899066,2047872,-54.926910400390625
1615313032.3987722,2048160,-45.087554931640625
1615313032.4136353,2048640,-56.69780349731445
1615313039.431338,2055072,-57.1248664855957
1615313042.811917,2056800,-52.85383987426758
1615313049.3646808,2064000,-59.07204818725586
1615313054.8374116,2067744,-50.95853805541992
1615313072.3813803,2082912,-85.4618148803711
1615313075.9036317,2087040,-16.496376037597656
1615313083.6191928,2093856,-26.586267471313477
1615313085.2950249,2096352,-26.351242065429688
1615313088.3271031,2098368,-60.8741340637207
1615313088.3403418,2098944,-71.41497802734375
1615313105.413915,2114112,-45.23130416870117
1615313130.7830794,2137056,-43.89467239379883
1615313135.7116492,2141568,-70.25100708007812
1615313139.0193412,2145216,-29.405540466308594
1615313142.6153815,2147904,-42.505130767822266
1615313154.9960172,2158848,-17.53343391418457
1615313163.4522302,2165760,-54.87605667114258
1615313172.4128788,2174496,-41.659854888916016
1615313185.632228,2186976,-15.917224884033203
1615313193.9090767,2194176,-34.595062255859375
1615313204.4764757,2202816,-32.026702880859375
1615313227.0282524,2222784,-38.64751052856445
1615313227.0529113,2223744,-34.62205123901367
1615313230.7267447,2227008,-56.127899169921875
1615313232.387007,2227968,-15.69499683380127
1615313235.8113842,2230464,-63.897029876708984
1615313239.4940042,2234784,-44.91752624511719
1615313242.7452044,2236992,-99.63040924072266
1615313251.781459,2244192,-53.4182243347168
1615313259.0442681,2250528,-28.230443954467773
1615313270.727807,2261376,-8.686423301696777
1615313275.921872,2266080,-44.706390380859375
1615313284.7242079,2273856,-70.34302520751953
1615313286.5261967,2274912,-10.95911693572998
1615313288.252108,2276832,-35.20692825317383
1615313314.4123929,2299584,-44.15165710449219
1615313328.608138,2313120,-28.114316940307617
1615313333.5257912,2316864,-58.081451416015625
1615313336.8717754,2319648,-7.944105625152588
1615313345.612599,2328000,-49.535709381103516
1615313350.665541,2332608,-9.197122573852539
1615313350.6739986,2332800,-5.1301679611206055
1615313355.6215675,2336448,-45.715728759765625
1615313357.1479094,2338656,-13.760781288146973
1615313380.0166886,2359008,-36.261783599853516
1615313387.3886065,2365152,-40.52717971801758
1615313397.9854016,2374560,-56.34144973754883
1615313399.5346296,2375328,-49.25979232788086
1615313417.9781632,2392032,-14.189506530761719
1615313421.1449986,2395200,-25.932159423828125
1615313429.5310116,2402304,-27.211013793945312
1615313433.206106,2406048,-33.60698318481445
1615313442.1800115,2414304,-36.15450668334961
1615313451.5479877,2423712,-18.446985244750977
1615313453.0428936,2424960,-10.708273887634277
1615313454.9302251,2425824,-14.575678825378418
1615313463.4758434,2433408,-45.79079818725586
1615313468.8668818,2439072,-44.7098503112793
1615313483.022264,2450016,-13.758164405822754
1615313484.8727088,2451456,-14.01976490020752
1615313492.0261989,2459040,-35.50856018066406
1615313502.0625925,2467392,-49.706878662109375
1615313516.2374024,2479488,-54.76801681518555
1615313519.5391278,2482848,-29.908828735351562
1615313528.1008303,2489952,-17.2988224029541
1615313543.8383136,2503872,-21.86318016052246
1615313545.7729335,2506272,-27.569717407226562
1615313552.9899743,2512416,-19.200244903564453
1615313554.7201247,2513760,-29.487192153930664
1615313567.5318408,2525568,-42.788265228271484
1615313567.562171,2526624,-36.53898620605469
1615313579.5080595,2536224,-55.22490310668945
1615313586.0700247,2542656,-23.33934783935547
1615313606.3847883,2561856,-26.833650588989258
1615313619.66668,2574048,-20.493576049804688
1615313619.6698043,2574144,-19.316837310791016
1615313623.1451404,2576928,-39.11111068725586
1615313623.1524432,2577120,-38.581851959228516
1615313635.4365973,2586624,-36.53557205200195
1615313656.9101934,2607168,-44.09909439086914
1615313656.9270518,2607744,-44.73779296875
1615313658.7597125,2608320,-41.068878173828125
1615313658.770651,2608704,-40.943233489990234
1615313658.781792,2608800,-41.427703857421875
1615313670.8577192,2619840,-5.2516045570373535
1615313697.1275656,2642016,-13.789202690124512
1615313707.8863108,2651424,-28.70820426940918
1615313707.9163463,2652384,-25.78289222717285
1615313709.5085578,2653056,-11.226570129394531
1615313711.3128045,2654784,-22.376373291015625
1615313721.7468069,2664480,-21.608694076538086
1615313732.335878,2672736,-16.844884872436523
1615313740.8544166,2681472,-11.706891059875488
1615313740.859288,2681664,-7.549348831176758
1615313744.577893,2684736,-21.466028213500977
1615313748.3073285,2686464,-39.703060150146484
1615313777.3316786,2713632,-35.97282028198242
1615313786.2004309,2720352,-24.995763778686523
1615313798.5758824,2731584,-52.38275146484375
1615313800.309755,2732832,-44.597625732421875
1615313809.2497635,2741664,-9.210714340209961
1615313812.997893,2744448,-43.66399002075195
1615313818.5048623,2748192,-33.61350631713867
1615313857.2562222,2782656,-30.196523666381836
1615313860.696071,2785152,-41.96541976928711
1615313862.1760895,2787264,-21.393630981445312
1615313863.8851783,2789088,-60.21380615234375
1615313867.4333203,2791488,-24.201391220092773
1615313869.1723125,2793024,-47.9935302734375
1615313882.922416,2804832,-33.43496322631836
1615313887.5922122,2810784,-20.52739715576172
1615313910.378333,2830752,-28.184457778930664
1615313911.9145408,2831424,-20.248945236206055
1615313911.935064,2832288,-12.356926918029785
1615313918.6733499,2837088,-28.895858764648438
1615313920.469156,2839392,-63.29887008666992
1615313923.8337834,2842368,-26.56218910217285
1615313925.4231472,2844192,-42.38961410522461
1615313941.226541,2857248,-34.38916015625
1615313950.0201182,2865024,-41.03364562988281
1615313950.022835,2865120,-49.86418533325195
1615313969.2942142,2881536,-52.72249221801758
1615313969.3145578,2882016,-69.16559600830078
1615313970.8744226,2884512,-38.32609558105469
1615313975.670679,2888928,-17.062759399414062
1615313977.3875086,2890368,-57.75909423828125
1615313986.2966793,2898240,-46.25740051269531
1615313994.5396762,2904864,-49.41984176635742
1615313998.006753,2908800,-34.1064453125
1615314003.2965238,2912928,-48.53972244262695
1615314016.9138775,2925600,-77.8342056274414
1615314018.8399682,2926656,-35.68650436401367
1615314034.3664951,2940288,-59.54048538208008
1615314045.3575377,2949312,-66.56246948242188
1615314047.1997497,2950656,-55.93675231933594
1615314049.0673866,2952384,-49.22263717651367
1615314090.6583252,2987616,-43.657772064208984
1615314121.2650487,3016512,-48.7013053894043
1615314126.6648922,3020064,-29.35369300842285
1615314153.5684433,3044352,-60.416107177734375
1615314165.3377345,3055104,-56.82527160644531
1615314172.4719002,3061344,-33.935794830322266
1615314172.492581,3062016,-42.19342041015625
1615314174.2164695,3062784,-53.77312088012695
1615314179.7859817,3067392,-40.56673812866211
1615314179.8105218,3068256,-45.17441940307617
1615314186.73014,3073920,-25.21605110168457
1615314188.486068,3075168,-40.12935256958008
1615314203.843007,3090240,-16.695749282836914
1615314207.4397612,3093408,-46.940673828125
1615314212.848779,3097440,-14.28515625
1615314233.3285515,3115296,-30.073043823242188
1615314244.0386024,3125568,-37.01106643676758
1615314253.0025682,3132192,-50.12202453613281
1615314257.7129488,3136608,-31.74326515197754
1615314262.8368466,3141312,-54.3211784362793
1615314268.287917,3146688,-53.82878494262695
1615314281.9697757,3159360,-42.94514846801758
1615314283.4511201,3160128,-68.67406463623047
1615314293.9891613,3169728,-41.65700149536133
1615314295.737789,3170880,-34.15855026245117
1615314297.3657575,3172800,-42.8240966796875
1615314311.9836752,3184128,-47.68267822265625
1615314313.7532067,3186720,-36.943443298339844
1615314313.7573397,3186912,-34.366172790527344
1615314324.405263,3195552,-50.29083251953125
1615314331.0440657,3202272,-55.82194137573242
1615314334.3447714,3205536,-47.65938186645508
1615314337.8970253,3208224,-42.735321044921875
1615314353.2030842,3221280,-37.60563659667969
1615314362.5223684,3230112,-30.965354919433594
1615314375.0027921,3239424,-34.20098876953125
1615314375.0279005,3240288,-41.2802734375
1615314376.8629155,3241440,-34.367584228515625
1615314378.725864,3243264,-47.33726501464844
1615314380.5592608,3244896,-26.704458236694336
1615314385.5059817,3250080,-38.5940055847168
1615314387.1961188,3251232,-4.989412307739258
1615314390.6001973,3253632,-22.55183982849121
1615314394.392096,3257184,-33.04328918457031
1615314406.6307626,3267168,-16.37457847595215
1615314408.4071481,3268992,-58.6435546875
1615314413.1575806,3274080,-35.825103759765625
1615314418.0822861,3279072,-79.19181060791016
1615314442.6370423,3300288,-4.592189788818359
1615314444.271533,3302304,-12.828983306884766
1615314451.2392385,3307584,-38.12581253051758
1615314460.0480042,3315936,-23.867406845092773
1615314460.0500975,3316032,-19.878873825073242
1615314465.396682,3319680,-21.374351501464844
1615314469.0871682,3323040,-20.439966201782227
1615314489.2697654,3340704,-10.508054733276367
1615314500.1242015,3349824,-14.380866050720215
1615314527.0332396,3372576,11.86208724975586
1615314533.8267767,3378528,-21.32978057861328
1615314542.194113,3385920,-29.512441635131836
1615314551.1879954,3393504,-24.079015731811523
1615314553.1583037,3395520,-12.145862579345703
1615314555.0647519,3396288,-32.21749496459961
1615314556.6810021,3397728,-18.707590103149414
1615314567.1582596,3407712,-18.73572540283203
1615314567.163685,3407904,-22.540407180786133
1615314577.983203,3416544,-32.794036865234375
1615314599.07863,3435552,-1.0092769861221313
1615314600.7528071,3436224,-51.0130729675293
1615314607.962424,3442560,-21.528045654296875
1615314607.9746232,3443040,-20.69518280029297
1615314619.9350471,3453024,-24.073760986328125
1615314621.5768168,3454656,-9.605477333068848
1615314628.3271887,3461088,-1.9745248556137085
1615314650.7782886,3481152,-19.598047256469727
1615314652.6263998,3482688,-26.050939559936523
1615314654.2753727,3483936,-26.45261573791504
1615314657.761146,3487296,-28.0695743560791
1615314661.2949266,3489792,-27.950258255004883
1615314686.884786,3512160,-44.73863220214844
1615314694.2557282,3517920,-17.886831283569336
1615314697.6613033,3520800,-4.31810188293457
1615314699.3091192,3522624,-10.457530975341797
1615314707.321691,3531168,-13.7881441116333
1615314712.5966976,3535296,1.127623438835144
1615314714.4330335,3536160,-9.472648620605469
1615314717.646735,3539136,-4.822373867034912
1615314722.935551,3544608,-5.0231757164001465
1615314738.5890741,3558624,3.7935168743133545
1615314753.0942607,3569760,11.120633125305176
1615314756.210637,3572928,14.279685974121094
1615314783.453714,3597216,12.380780220031738
1615314788.4697797,3600480,14.935776710510254
1615314817.7049348,3626880,-9.738357543945312
1615314829.5843854,3637632,-2.4890286922454834
1615314863.271479,3667968,-19.024446487426758
1615314868.8721259,3673248,-13.908062934875488
1615314870.7988756,3674688,-22.54665184020996
1615314881.8021657,3684576,12.687891960144043
1615314890.494682,3691680,-24.687789916992188
1615314892.1348696,3693216,10.046842575073242
1615314893.9725296,3694272,20.705352783203125
1615314897.5456157,3697536,-10.296490669250488
1615314906.6984086,3705216,8.028973579406738
1615314913.7407148,3711072,-13.894607543945312
1615314913.7428315,3711168,-4.674588680267334
1615314919.0035179,3716736,1.1387039422988892
1615314922.6506827,3718656,-26.178802490234375
1615314926.4650593,3722784,-7.5499267578125
1615314935.4077253,3730176,-14.147216796875
1615314950.7797015,3743712,-6.884981632232666
1615314952.4213612,3746016,2.9088847637176514
1615314968.6243029,3759072,-46.250732421875
1615314979.1838965,3768288,-18.205034255981445
1615314985.8868885,3773952,-3.3433048725128174
1615314985.9111059,3775008,-6.6606879234313965
1615315016.8230717,3802272,-25.941476821899414
1615315029.5408058,3812928,-23.171831130981445
1615315033.047232,3815616,-31.801673889160156
1615315038.498122,3820512,-12.983918190002441
1615315048.2187972,3829824,2.8442914485931396
1615315051.6611266,3832800,-8.456279754638672
1615315051.671719,3833280,-11.485580444335938
1615315053.3165958,3834912,4.824167251586914
1615315064.0021863,3843456,-11.204115867614746
1615315093.9658773,3869952,-6.325645923614502
1615315115.8562953,3888384,-10.254067420959473
1615315117.4474442,3889536,-17.313379287719727
1615315133.3415291,3903648,-2.4729650020599365
1615315135.027464,3904608,3.5352280139923096
1615315135.0446367,3905184,4.82980489730835
1615315135.0558496,3905568,1.7052106857299805
1615315138.557496,3908544,25.664779663085938
1615315138.5640795,3908736,27.30957794189453
1615315140.1657884,3910080,17.126480102539062
1615315141.935055,3910656,24.7119083404541
1615315148.7738595,3917664,29.072036743164062
1615315176.9388134,3941376,11.953948020935059
1615315185.893525,3949824,-14.084813117980957
1615315189.6751652,3952320,17.451881408691406
1615315198.3883011,3960960,12.761216163635254
1615315201.8126404,3963552,20.88184928894043
1615315209.4506514,3970272,2.6527812480926514
1615315218.4602003,3976800,15.855154991149902
1615315227.6176002,3984672,16.37507438659668
1615315233.2698405,3989280,0.4626862108707428
1615315235.2062016,3990816,-21.85270118713379
1615315260.2477057,4012416,10.952751159667969
1615315269.502315,4021152,33.509437561035156
1615315285.1767147,4034112,13.473528861999512
1615315285.1979835,4034784,16.959516525268555
1615315299.2874231,4046400,-3.2582409381866455
1615315301.3198876,4048704,30.548593521118164
1615315304.650594,4051008,7.9382004737854
1615315311.9272964,4056960,11.18205738067627
1615315322.9412117,4066080,-8.42505931854248
1615315335.7900367,4076736,-32.345157623291016
1615315337.5068552,4078464,9.932629585266113
1615315361.2665575,4098624,-1.2771977186203003
1615315371.9160886,4108032,9.680693626403809
1615315389.1906552,4122912,10.304960250854492
1615315392.4992926,4126080,25.99359130859375
1615315394.434611,4127712,-8.800984382629395
1615315398.1611333,4131456,-23.72825050354004
1615315425.4515643,4156224,-19.17247772216797
1615315448.2246494,4175040,-28.961397171020508
1615315451.912415,4179264,-28.56077003479004
1615315457.3420603,4182624,-22.38811683654785
1615315459.0048902,4185504,-15.695019721984863
1615315462.3223112,4187808,-30.6856746673584
1615315465.851169,4190880,-15.856411933898926
1615315473.0199797,4197792,-26.390233993530273
1615315476.761516,4200384,9.423989295959473
1615315476.7723823,4200768,-3.8841552734375
1615315478.594174,4202208,2.163099527359009
1615315481.9087486,4204704,0.27827656269073486
1615315483.778998,4206816,-14.0546293258667
1615315503.5308297,4223232,5.0686163902282715
1615315503.5396452,4223616,4.77626895904541
1615315505.2206984,4224864,7.783779144287109
1615315513.9417713,4232544,3.7297980785369873
1615315513.9528582,4232928,0.5066259503364563
1615315519.2713246,4236384,-10.074333190917969
1615315528.276277,4244736,20.16666030883789
1615315528.2961767,4245408,20.044097900390625
1615315533.5201032,4249632,22.662790298461914
1615315540.6697385,4254720,15.199910163879395
1615315544.1310158,4258464,7.451137542724609
1615315561.8862157,4273632,29.07143211364746
1615315565.4465756,4277280,14.683021545410156
1615315570.6767251,4281696,-6.342530727386475
1615315570.679837,4281792,-3.0308315753936768
1615315577.7815657,4287456,-16.21598243713379
1615315587.0113523,4295520,21.068832397460938
1615315595.6770678,4302528,13.50804615020752
